row_no,pl_date,frequency,gl_company_code,gl_account,counter_party_gl_code,intercompany_relationship,regulated_ind,fsa_eligibility_ind,party_id,currency_code,legacy_gl_account_number,base_balance,usd_balance,fx_rate,multiply_divide_ind,original_usd_balance,gl_product,gl_account_description,profit_center,profit_center_desc,legacy_consolidated_10q_level_1,legacy_consolidated_10q_level_2,legacy_consolidated_10q_level_3,legacy_consolidated_10q_level_4,legacy_consolidated_10q_level_5,legacy_consolidated_10q_level_6,legacy_consolidated_10q_level_7,profit_center_level_1,profit_center_level_2,profit_center_level_3,profit_center_level_4,profit_center_level_5,profit_center_level_6,profit_center_level_7
457,2023-01-01,Random_frequency_658,Random_gl_company_code_357,150100,Random_counter_party_gl_code_648,Random_intercompany_relationship_541,Random_regulated_ind_669,Random_fsa_eligibility_ind_56,Random_party_id_845,Random_currency_code_869,Random_legacy_gl_account_number_337,467.29,726.67,581.92,Random_multiply_divide_ind_35,734.67,Random_gl_product_469,Random_gl_account_description_648,Random_profit_center_865,Random_profit_center_desc_545,Random_legacy_consolidated_10q_level_1_113,Random_legacy_consolidated_10q_level_2_627,Random_legacy_consolidated_10q_level_3_847,Random_legacy_consolidated_10q_level_4_396,BLAH3,Random_legacy_consolidated_10q_level_6_952,Random_legacy_consolidated_10q_level_7_49,Random_profit_center_level_1_282,Random_profit_center_level_2_75,Random_profit_center_level_3_675,Random_profit_center_level_4_844,Random_profit_center_level_5_301,Random_profit_center_level_6_454,Random_profit_center_level_7_861
430,2023-02-01,Random_frequency_763,Random_gl_company_code_175,150500,Random_counter_party_gl_code_43,Random_intercompany_relationship_974,Random_regulated_ind_47,Random_fsa_eligibility_ind_853,Random_party_id_822,Random_currency_code_781,Random_legacy_gl_account_number_375,845.09,463.92,521.59,Random_multiply_divide_ind_983,852.78,Random_gl_product_7,Random_gl_account_description_650,Random_profit_center_952,Random_profit_center_desc_948,Random_legacy_consolidated_10q_level_1_852,Random_legacy_consolidated_10q_level_2_284,Random_legacy_consolidated_10q_level_3_310,Random_legacy_consolidated_10q_level_4_189,BLAH3,Random_legacy_consolidated_10q_level_6_631,Random_legacy_consolidated_10q_level_7_532,Random_profit_center_level_1_465,Random_profit_center_level_2_13,Random_profit_center_level_3_552,Random_profit_center_level_4_840,Random_profit_center_level_5_883,Random_profit_center_level_6_963,Random_profit_center_level_7_66
223,2023-02-01,Random_frequency_96,Random_gl_company_code_333,150400,Random_counter_party_gl_code_45,Random_intercompany_relationship_305,Random_regulated_ind_390,Random_fsa_eligibility_ind_451,Random_party_id_390,Random_currency_code_241,Random_legacy_gl_account_number_183,305.71,388.49,723.31,Random_multiply_divide_ind_327,868.97,Random_gl_product_807,Random_gl_account_description_484,Random_profit_center_680,Random_profit_center_desc_588,Random_legacy_consolidated_10q_level_1_4,Random_legacy_consolidated_10q_level_2_398,Random_legacy_consolidated_10q_level_3_972,Random_legacy_consolidated_10q_level_4_557,BLAH2,Random_legacy_consolidated_10q_level_6_746,Random_legacy_consolidated_10q_level_7_98,Random_profit_center_level_1_878,Random_profit_center_level_2_434,Random_profit_center_level_3_90,Random_profit_center_level_4_126,Random_profit_center_level_5_742,Random_profit_center_level_6_736,Random_profit_center_level_7_930
991,2023-02-01,Random_frequency_323,Random_gl_company_code_592,150300,Random_counter_party_gl_code_276,Random_intercompany_relationship_524,Random_regulated_ind_811,Random_fsa_eligibility_ind_356,Random_party_id_365,Random_currency_code_558,Random_legacy_gl_account_number_752,771.31,293.16,332.3,Random_multiply_divide_ind_371,871.0,Random_gl_product_673,Random_gl_account_description_794,Random_profit_center_689,Random_profit_center_desc_659,Random_legacy_consolidated_10q_level_1_720,Random_legacy_consolidated_10q_level_2_780,Random_legacy_consolidated_10q_level_3_818,Random_legacy_consolidated_10q_level_4_83,BLAH2,Random_legacy_consolidated_10q_level_6_629,Random_legacy_consolidated_10q_level_7_211,Random_profit_center_level_1_283,Random_profit_center_level_2_1000,Random_profit_center_level_3_88,Random_profit_center_level_4_613,Random_profit_center_level_5_972,Random_profit_center_level_6_86,Random_profit_center_level_7_924
61,2023-01-01,Random_frequency_814,Random_gl_company_code_845,150100,Random_counter_party_gl_code_353,Random_intercompany_relationship_509,Random_regulated_ind_661,Random_fsa_eligibility_ind_707,Random_party_id_658,Random_currency_code_319,Random_legacy_gl_account_number_373,981.85,828.72,511.73,Random_multiply_divide_ind_452,50.38,Random_gl_product_530,Random_gl_account_description_254,Random_profit_center_56,Random_profit_center_desc_448,Random_legacy_consolidated_10q_level_1_952,Random_legacy_consolidated_10q_level_2_6,Random_legacy_consolidated_10q_level_3_591,Random_legacy_consolidated_10q_level_4_656,BLAH2,Random_legacy_consolidated_10q_level_6_918,Random_legacy_consolidated_10q_level_7_176,Random_profit_center_level_1_307,Random_profit_center_level_2_639,Random_profit_center_level_3_350,Random_profit_center_level_4_513,Random_profit_center_level_5_42,Random_profit_center_level_6_19,Random_profit_center_level_7_390
569,2023-01-01,Random_frequency_75,Random_gl_company_code_280,150400,Random_counter_party_gl_code_126,Random_intercompany_relationship_253,Random_regulated_ind_271,Random_fsa_eligibility_ind_439,Random_party_id_672,Random_currency_code_242,Random_legacy_gl_account_number_51,64.13,177.95,406.98,Random_multiply_divide_ind_412,731.04,Random_gl_product_797,Random_gl_account_description_681,Random_profit_center_607,Random_profit_center_desc_170,Random_legacy_consolidated_10q_level_1_699,Random_legacy_consolidated_10q_level_2_167,Random_legacy_consolidated_10q_level_3_778,Random_legacy_consolidated_10q_level_4_603,BLAH4,Random_legacy_consolidated_10q_level_6_109,Random_legacy_consolidated_10q_level_7_236,Random_profit_center_level_1_583,Random_profit_center_level_2_304,Random_profit_center_level_3_402,Random_profit_center_level_4_179,Random_profit_center_level_5_483,Random_profit_center_level_6_915,Random_profit_center_level_7_723
844,2023-01-01,Random_frequency_475,Random_gl_company_code_721,150400,Random_counter_party_gl_code_344,Random_intercompany_relationship_48,Random_regulated_ind_392,Random_fsa_eligibility_ind_449,Random_party_id_684,Random_currency_code_161,Random_legacy_gl_account_number_323,97.62,593.33,76.27,Random_multiply_divide_ind_919,539.41,Random_gl_product_928,Random_gl_account_description_323,Random_profit_center_64,Random_profit_center_desc_663,Random_legacy_consolidated_10q_level_1_42,Random_legacy_consolidated_10q_level_2_314,Random_legacy_consolidated_10q_level_3_701,Random_legacy_consolidated_10q_level_4_720,BLAH1,Random_legacy_consolidated_10q_level_6_182,Random_legacy_consolidated_10q_level_7_651,Random_profit_center_level_1_258,Random_profit_center_level_2_777,Random_profit_center_level_3_181,Random_profit_center_level_4_378,Random_profit_center_level_5_205,Random_profit_center_level_6_149,Random_profit_center_level_7_472
791,2023-02-01,Random_frequency_164,Random_gl_company_code_592,150400,Random_counter_party_gl_code_751,Random_intercompany_relationship_691,Random_regulated_ind_433,Random_fsa_eligibility_ind_329,Random_party_id_18,Random_currency_code_491,Random_legacy_gl_account_number_356,689.63,957.21,290.38,Random_multiply_divide_ind_98,603.95,Random_gl_product_426,Random_gl_account_description_897,Random_profit_center_679,Random_profit_center_desc_869,Random_legacy_consolidated_10q_level_1_145,Random_legacy_consolidated_10q_level_2_577,Random_legacy_consolidated_10q_level_3_941,Random_legacy_consolidated_10q_level_4_810,BLAH2,Random_legacy_consolidated_10q_level_6_926,Random_legacy_consolidated_10q_level_7_449,Random_profit_center_level_1_505,Random_profit_center_level_2_156,Random_profit_center_level_3_832,Random_profit_center_level_4_8,Random_profit_center_level_5_960,Random_profit_center_level_6_559,Random_profit_center_level_7_600
248,2023-01-01,Random_frequency_782,Random_gl_company_code_530,150500,Random_counter_party_gl_code_604,Random_intercompany_relationship_396,Random_regulated_ind_423,Random_fsa_eligibility_ind_133,Random_party_id_496,Random_currency_code_516,Random_legacy_gl_account_number_176,327.76,239.84,927.33,Random_multiply_divide_ind_800,147.79,Random_gl_product_100,Random_gl_account_description_577,Random_profit_center_137,Random_profit_center_desc_759,Random_legacy_consolidated_10q_level_1_605,Random_legacy_consolidated_10q_level_2_708,Random_legacy_consolidated_10q_level_3_829,Random_legacy_consolidated_10q_level_4_959,BLAH4,Random_legacy_consolidated_10q_level_6_968,Random_legacy_consolidated_10q_level_7_474,Random_profit_center_level_1_931,Random_profit_center_level_2_409,Random_profit_center_level_3_603,Random_profit_center_level_4_336,Random_profit_center_level_5_580,Random_profit_center_level_6_489,Random_profit_center_level_7_730
239,2023-01-01,Random_frequency_213,Random_gl_company_code_793,150500,Random_counter_party_gl_code_705,Random_intercompany_relationship_999,Random_regulated_ind_908,Random_fsa_eligibility_ind_945,Random_party_id_618,Random_currency_code_705,Random_legacy_gl_account_number_513,982.38,918.6,730.95,Random_multiply_divide_ind_635,183.94,Random_gl_product_93,Random_gl_account_description_821,Random_profit_center_277,Random_profit_center_desc_603,Random_legacy_consolidated_10q_level_1_182,Random_legacy_consolidated_10q_level_2_704,Random_legacy_consolidated_10q_level_3_774,Random_legacy_consolidated_10q_level_4_476,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_541,Random_legacy_consolidated_10q_level_7_769,Random_profit_center_level_1_685,Random_profit_center_level_2_443,Random_profit_center_level_3_151,Random_profit_center_level_4_751,Random_profit_center_level_5_14,Random_profit_center_level_6_618,Random_profit_center_level_7_311
556,2023-01-01,Random_frequency_551,Random_gl_company_code_853,150300,Random_counter_party_gl_code_565,Random_intercompany_relationship_631,Random_regulated_ind_283,Random_fsa_eligibility_ind_333,Random_party_id_605,Random_currency_code_237,Random_legacy_gl_account_number_240,667.83,318.45,70.38,Random_multiply_divide_ind_583,260.0,Random_gl_product_753,Random_gl_account_description_928,Random_profit_center_90,Random_profit_center_desc_213,Random_legacy_consolidated_10q_level_1_110,Random_legacy_consolidated_10q_level_2_540,Random_legacy_consolidated_10q_level_3_862,Random_legacy_consolidated_10q_level_4_613,BLAH4,Random_legacy_consolidated_10q_level_6_236,Random_legacy_consolidated_10q_level_7_860,Random_profit_center_level_1_946,Random_profit_center_level_2_873,Random_profit_center_level_3_84,Random_profit_center_level_4_572,Random_profit_center_level_5_72,Random_profit_center_level_6_672,Random_profit_center_level_7_984
272,2023-01-01,Random_frequency_726,Random_gl_company_code_521,150400,Random_counter_party_gl_code_517,Random_intercompany_relationship_944,Random_regulated_ind_124,Random_fsa_eligibility_ind_820,Random_party_id_176,Random_currency_code_646,Random_legacy_gl_account_number_633,518.31,49.86,689.18,Random_multiply_divide_ind_880,57.59,Random_gl_product_379,Random_gl_account_description_241,Random_profit_center_102,Random_profit_center_desc_828,Random_legacy_consolidated_10q_level_1_919,Random_legacy_consolidated_10q_level_2_546,Random_legacy_consolidated_10q_level_3_580,Random_legacy_consolidated_10q_level_4_769,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_954,Random_legacy_consolidated_10q_level_7_498,Random_profit_center_level_1_45,Random_profit_center_level_2_201,Random_profit_center_level_3_129,Random_profit_center_level_4_813,Random_profit_center_level_5_734,Random_profit_center_level_6_1000,Random_profit_center_level_7_395
914,2023-01-01,Random_frequency_938,Random_gl_company_code_686,150100,Random_counter_party_gl_code_106,Random_intercompany_relationship_718,Random_regulated_ind_256,Random_fsa_eligibility_ind_123,Random_party_id_277,Random_currency_code_66,Random_legacy_gl_account_number_819,847.7,805.93,493.78,Random_multiply_divide_ind_659,420.46,Random_gl_product_812,Random_gl_account_description_79,Random_profit_center_952,Random_profit_center_desc_245,Random_legacy_consolidated_10q_level_1_967,Random_legacy_consolidated_10q_level_2_24,Random_legacy_consolidated_10q_level_3_796,Random_legacy_consolidated_10q_level_4_430,BLAH3,Random_legacy_consolidated_10q_level_6_968,Random_legacy_consolidated_10q_level_7_590,Random_profit_center_level_1_932,Random_profit_center_level_2_964,Random_profit_center_level_3_439,Random_profit_center_level_4_731,Random_profit_center_level_5_301,Random_profit_center_level_6_973,Random_profit_center_level_7_656
449,2023-01-01,Random_frequency_535,Random_gl_company_code_195,150100,Random_counter_party_gl_code_359,Random_intercompany_relationship_956,Random_regulated_ind_866,Random_fsa_eligibility_ind_160,Random_party_id_243,Random_currency_code_101,Random_legacy_gl_account_number_762,274.58,456.98,760.19,Random_multiply_divide_ind_819,958.79,Random_gl_product_478,Random_gl_account_description_615,Random_profit_center_86,Random_profit_center_desc_639,Random_legacy_consolidated_10q_level_1_848,Random_legacy_consolidated_10q_level_2_916,Random_legacy_consolidated_10q_level_3_313,Random_legacy_consolidated_10q_level_4_310,BLAH1,Random_legacy_consolidated_10q_level_6_231,Random_legacy_consolidated_10q_level_7_788,Random_profit_center_level_1_544,Random_profit_center_level_2_65,Random_profit_center_level_3_901,Random_profit_center_level_4_840,Random_profit_center_level_5_723,Random_profit_center_level_6_369,Random_profit_center_level_7_570
823,2023-02-01,Random_frequency_60,Random_gl_company_code_516,150100,Random_counter_party_gl_code_236,Random_intercompany_relationship_304,Random_regulated_ind_761,Random_fsa_eligibility_ind_854,Random_party_id_525,Random_currency_code_627,Random_legacy_gl_account_number_396,997.82,100.18,116.41,Random_multiply_divide_ind_615,642.12,Random_gl_product_105,Random_gl_account_description_213,Random_profit_center_890,Random_profit_center_desc_822,Random_legacy_consolidated_10q_level_1_61,Random_legacy_consolidated_10q_level_2_689,Random_legacy_consolidated_10q_level_3_567,Random_legacy_consolidated_10q_level_4_116,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_875,Random_legacy_consolidated_10q_level_7_252,Random_profit_center_level_1_279,Random_profit_center_level_2_452,Random_profit_center_level_3_11,Random_profit_center_level_4_899,Random_profit_center_level_5_546,Random_profit_center_level_6_906,Random_profit_center_level_7_973
506,2023-01-01,Random_frequency_977,Random_gl_company_code_868,150200,Random_counter_party_gl_code_814,Random_intercompany_relationship_403,Random_regulated_ind_354,Random_fsa_eligibility_ind_196,Random_party_id_663,Random_currency_code_274,Random_legacy_gl_account_number_693,326.63,918.25,532.66,Random_multiply_divide_ind_210,80.52,Random_gl_product_244,Random_gl_account_description_632,Random_profit_center_27,Random_profit_center_desc_799,Random_legacy_consolidated_10q_level_1_164,Random_legacy_consolidated_10q_level_2_296,Random_legacy_consolidated_10q_level_3_380,Random_legacy_consolidated_10q_level_4_228,BLAH1,Random_legacy_consolidated_10q_level_6_739,Random_legacy_consolidated_10q_level_7_659,Random_profit_center_level_1_283,Random_profit_center_level_2_511,Random_profit_center_level_3_56,Random_profit_center_level_4_620,Random_profit_center_level_5_15,Random_profit_center_level_6_729,Random_profit_center_level_7_378
542,2023-01-01,Random_frequency_279,Random_gl_company_code_796,150400,Random_counter_party_gl_code_521,Random_intercompany_relationship_865,Random_regulated_ind_432,Random_fsa_eligibility_ind_867,Random_party_id_817,Random_currency_code_685,Random_legacy_gl_account_number_334,120.09,49.88,90.84,Random_multiply_divide_ind_286,22.38,Random_gl_product_863,Random_gl_account_description_641,Random_profit_center_734,Random_profit_center_desc_561,Random_legacy_consolidated_10q_level_1_659,Random_legacy_consolidated_10q_level_2_692,Random_legacy_consolidated_10q_level_3_372,Random_legacy_consolidated_10q_level_4_884,BLAH1,Random_legacy_consolidated_10q_level_6_816,Random_legacy_consolidated_10q_level_7_618,Random_profit_center_level_1_884,Random_profit_center_level_2_429,Random_profit_center_level_3_138,Random_profit_center_level_4_700,Random_profit_center_level_5_879,Random_profit_center_level_6_284,Random_profit_center_level_7_325
743,2023-02-01,Random_frequency_234,Random_gl_company_code_977,150100,Random_counter_party_gl_code_763,Random_intercompany_relationship_831,Random_regulated_ind_950,Random_fsa_eligibility_ind_893,Random_party_id_939,Random_currency_code_194,Random_legacy_gl_account_number_919,986.6,972.25,636.06,Random_multiply_divide_ind_245,926.71,Random_gl_product_357,Random_gl_account_description_1000,Random_profit_center_97,Random_profit_center_desc_932,Random_legacy_consolidated_10q_level_1_331,Random_legacy_consolidated_10q_level_2_650,Random_legacy_consolidated_10q_level_3_731,Random_legacy_consolidated_10q_level_4_561,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_864,Random_legacy_consolidated_10q_level_7_448,Random_profit_center_level_1_954,Random_profit_center_level_2_111,Random_profit_center_level_3_160,Random_profit_center_level_4_649,Random_profit_center_level_5_435,Random_profit_center_level_6_435,Random_profit_center_level_7_475
430,2023-02-01,Random_frequency_138,Random_gl_company_code_542,150300,Random_counter_party_gl_code_164,Random_intercompany_relationship_281,Random_regulated_ind_709,Random_fsa_eligibility_ind_962,Random_party_id_818,Random_currency_code_821,Random_legacy_gl_account_number_315,636.49,37.83,992.19,Random_multiply_divide_ind_428,153.26,Random_gl_product_587,Random_gl_account_description_960,Random_profit_center_169,Random_profit_center_desc_175,Random_legacy_consolidated_10q_level_1_526,Random_legacy_consolidated_10q_level_2_493,Random_legacy_consolidated_10q_level_3_355,Random_legacy_consolidated_10q_level_4_15,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_583,Random_legacy_consolidated_10q_level_7_255,Random_profit_center_level_1_178,Random_profit_center_level_2_764,Random_profit_center_level_3_989,Random_profit_center_level_4_143,Random_profit_center_level_5_565,Random_profit_center_level_6_654,Random_profit_center_level_7_29
662,2023-01-01,Random_frequency_489,Random_gl_company_code_63,150500,Random_counter_party_gl_code_450,Random_intercompany_relationship_82,Random_regulated_ind_425,Random_fsa_eligibility_ind_633,Random_party_id_663,Random_currency_code_3,Random_legacy_gl_account_number_368,79.02,278.92,468.78,Random_multiply_divide_ind_752,680.31,Random_gl_product_240,Random_gl_account_description_280,Random_profit_center_34,Random_profit_center_desc_487,Random_legacy_consolidated_10q_level_1_950,Random_legacy_consolidated_10q_level_2_131,Random_legacy_consolidated_10q_level_3_228,Random_legacy_consolidated_10q_level_4_139,BLAH3,Random_legacy_consolidated_10q_level_6_460,Random_legacy_consolidated_10q_level_7_878,Random_profit_center_level_1_938,Random_profit_center_level_2_910,Random_profit_center_level_3_362,Random_profit_center_level_4_742,Random_profit_center_level_5_575,Random_profit_center_level_6_902,Random_profit_center_level_7_118
628,2023-02-01,Random_frequency_598,Random_gl_company_code_879,150200,Random_counter_party_gl_code_402,Random_intercompany_relationship_430,Random_regulated_ind_146,Random_fsa_eligibility_ind_661,Random_party_id_877,Random_currency_code_330,Random_legacy_gl_account_number_241,478.83,50.09,210.37,Random_multiply_divide_ind_867,632.83,Random_gl_product_300,Random_gl_account_description_456,Random_profit_center_164,Random_profit_center_desc_68,Random_legacy_consolidated_10q_level_1_783,Random_legacy_consolidated_10q_level_2_332,Random_legacy_consolidated_10q_level_3_169,Random_legacy_consolidated_10q_level_4_818,BLAH3,Random_legacy_consolidated_10q_level_6_808,Random_legacy_consolidated_10q_level_7_695,Random_profit_center_level_1_467,Random_profit_center_level_2_597,Random_profit_center_level_3_154,Random_profit_center_level_4_994,Random_profit_center_level_5_394,Random_profit_center_level_6_724,Random_profit_center_level_7_585
754,2023-02-01,Random_frequency_467,Random_gl_company_code_643,150200,Random_counter_party_gl_code_170,Random_intercompany_relationship_929,Random_regulated_ind_880,Random_fsa_eligibility_ind_804,Random_party_id_780,Random_currency_code_511,Random_legacy_gl_account_number_256,320.06,413.43,539.01,Random_multiply_divide_ind_516,551.39,Random_gl_product_628,Random_gl_account_description_288,Random_profit_center_210,Random_profit_center_desc_811,Random_legacy_consolidated_10q_level_1_627,Random_legacy_consolidated_10q_level_2_254,Random_legacy_consolidated_10q_level_3_722,Random_legacy_consolidated_10q_level_4_972,BLAH1,Random_legacy_consolidated_10q_level_6_542,Random_legacy_consolidated_10q_level_7_952,Random_profit_center_level_1_918,Random_profit_center_level_2_80,Random_profit_center_level_3_501,Random_profit_center_level_4_285,Random_profit_center_level_5_131,Random_profit_center_level_6_933,Random_profit_center_level_7_148
342,2023-01-01,Random_frequency_950,Random_gl_company_code_811,150300,Random_counter_party_gl_code_686,Random_intercompany_relationship_872,Random_regulated_ind_952,Random_fsa_eligibility_ind_405,Random_party_id_844,Random_currency_code_840,Random_legacy_gl_account_number_15,978.22,614.01,90.58,Random_multiply_divide_ind_513,73.37,Random_gl_product_921,Random_gl_account_description_104,Random_profit_center_824,Random_profit_center_desc_785,Random_legacy_consolidated_10q_level_1_707,Random_legacy_consolidated_10q_level_2_492,Random_legacy_consolidated_10q_level_3_423,Random_legacy_consolidated_10q_level_4_50,BLAH2,Random_legacy_consolidated_10q_level_6_980,Random_legacy_consolidated_10q_level_7_392,Random_profit_center_level_1_668,Random_profit_center_level_2_196,Random_profit_center_level_3_41,Random_profit_center_level_4_282,Random_profit_center_level_5_413,Random_profit_center_level_6_265,Random_profit_center_level_7_65
252,2023-01-01,Random_frequency_592,Random_gl_company_code_279,150100,Random_counter_party_gl_code_599,Random_intercompany_relationship_116,Random_regulated_ind_853,Random_fsa_eligibility_ind_738,Random_party_id_192,Random_currency_code_270,Random_legacy_gl_account_number_711,33.95,139.12,684.22,Random_multiply_divide_ind_895,896.46,Random_gl_product_152,Random_gl_account_description_8,Random_profit_center_966,Random_profit_center_desc_786,Random_legacy_consolidated_10q_level_1_755,Random_legacy_consolidated_10q_level_2_936,Random_legacy_consolidated_10q_level_3_605,Random_legacy_consolidated_10q_level_4_915,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_660,Random_legacy_consolidated_10q_level_7_692,Random_profit_center_level_1_217,Random_profit_center_level_2_595,Random_profit_center_level_3_975,Random_profit_center_level_4_34,Random_profit_center_level_5_325,Random_profit_center_level_6_90,Random_profit_center_level_7_215
475,2023-02-01,Random_frequency_693,Random_gl_company_code_344,150100,Random_counter_party_gl_code_765,Random_intercompany_relationship_935,Random_regulated_ind_473,Random_fsa_eligibility_ind_938,Random_party_id_388,Random_currency_code_17,Random_legacy_gl_account_number_288,710.3,940.04,33.36,Random_multiply_divide_ind_114,683.91,Random_gl_product_722,Random_gl_account_description_274,Random_profit_center_469,Random_profit_center_desc_309,Random_legacy_consolidated_10q_level_1_860,Random_legacy_consolidated_10q_level_2_813,Random_legacy_consolidated_10q_level_3_660,Random_legacy_consolidated_10q_level_4_495,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_39,Random_legacy_consolidated_10q_level_7_114,Random_profit_center_level_1_332,Random_profit_center_level_2_213,Random_profit_center_level_3_795,Random_profit_center_level_4_288,Random_profit_center_level_5_16,Random_profit_center_level_6_551,Random_profit_center_level_7_647
108,2023-01-01,Random_frequency_857,Random_gl_company_code_80,150100,Random_counter_party_gl_code_200,Random_intercompany_relationship_353,Random_regulated_ind_546,Random_fsa_eligibility_ind_839,Random_party_id_308,Random_currency_code_774,Random_legacy_gl_account_number_402,475.42,84.0,100.27,Random_multiply_divide_ind_538,881.11,Random_gl_product_1000,Random_gl_account_description_634,Random_profit_center_57,Random_profit_center_desc_822,Random_legacy_consolidated_10q_level_1_345,Random_legacy_consolidated_10q_level_2_861,Random_legacy_consolidated_10q_level_3_655,Random_legacy_consolidated_10q_level_4_583,BLAH1,Random_legacy_consolidated_10q_level_6_990,Random_legacy_consolidated_10q_level_7_458,Random_profit_center_level_1_595,Random_profit_center_level_2_70,Random_profit_center_level_3_31,Random_profit_center_level_4_547,Random_profit_center_level_5_309,Random_profit_center_level_6_563,Random_profit_center_level_7_685
267,2023-02-01,Random_frequency_518,Random_gl_company_code_885,150300,Random_counter_party_gl_code_685,Random_intercompany_relationship_562,Random_regulated_ind_722,Random_fsa_eligibility_ind_261,Random_party_id_560,Random_currency_code_724,Random_legacy_gl_account_number_83,523.76,158.42,525.73,Random_multiply_divide_ind_150,545.19,Random_gl_product_915,Random_gl_account_description_181,Random_profit_center_558,Random_profit_center_desc_236,Random_legacy_consolidated_10q_level_1_239,Random_legacy_consolidated_10q_level_2_657,Random_legacy_consolidated_10q_level_3_805,Random_legacy_consolidated_10q_level_4_539,BLAH3,Random_legacy_consolidated_10q_level_6_853,Random_legacy_consolidated_10q_level_7_771,Random_profit_center_level_1_914,Random_profit_center_level_2_844,Random_profit_center_level_3_784,Random_profit_center_level_4_149,Random_profit_center_level_5_323,Random_profit_center_level_6_595,Random_profit_center_level_7_445
756,2023-01-01,Random_frequency_448,Random_gl_company_code_844,150200,Random_counter_party_gl_code_563,Random_intercompany_relationship_3,Random_regulated_ind_22,Random_fsa_eligibility_ind_847,Random_party_id_908,Random_currency_code_319,Random_legacy_gl_account_number_456,925.77,843.32,97.14,Random_multiply_divide_ind_69,392.02,Random_gl_product_31,Random_gl_account_description_757,Random_profit_center_960,Random_profit_center_desc_119,Random_legacy_consolidated_10q_level_1_386,Random_legacy_consolidated_10q_level_2_263,Random_legacy_consolidated_10q_level_3_840,Random_legacy_consolidated_10q_level_4_371,BLAH4,Random_legacy_consolidated_10q_level_6_188,Random_legacy_consolidated_10q_level_7_545,Random_profit_center_level_1_262,Random_profit_center_level_2_703,Random_profit_center_level_3_655,Random_profit_center_level_4_994,Random_profit_center_level_5_224,Random_profit_center_level_6_89,Random_profit_center_level_7_528
511,2023-02-01,Random_frequency_872,Random_gl_company_code_96,150200,Random_counter_party_gl_code_763,Random_intercompany_relationship_208,Random_regulated_ind_300,Random_fsa_eligibility_ind_366,Random_party_id_672,Random_currency_code_660,Random_legacy_gl_account_number_808,225.26,257.29,513.29,Random_multiply_divide_ind_28,91.98,Random_gl_product_979,Random_gl_account_description_681,Random_profit_center_403,Random_profit_center_desc_855,Random_legacy_consolidated_10q_level_1_213,Random_legacy_consolidated_10q_level_2_122,Random_legacy_consolidated_10q_level_3_433,Random_legacy_consolidated_10q_level_4_972,BLAH2,Random_legacy_consolidated_10q_level_6_145,Random_legacy_consolidated_10q_level_7_419,Random_profit_center_level_1_289,Random_profit_center_level_2_454,Random_profit_center_level_3_340,Random_profit_center_level_4_611,Random_profit_center_level_5_90,Random_profit_center_level_6_552,Random_profit_center_level_7_121
244,2023-02-01,Random_frequency_997,Random_gl_company_code_379,150300,Random_counter_party_gl_code_580,Random_intercompany_relationship_167,Random_regulated_ind_421,Random_fsa_eligibility_ind_152,Random_party_id_619,Random_currency_code_802,Random_legacy_gl_account_number_849,430.97,340.77,967.18,Random_multiply_divide_ind_687,268.11,Random_gl_product_633,Random_gl_account_description_537,Random_profit_center_8,Random_profit_center_desc_528,Random_legacy_consolidated_10q_level_1_574,Random_legacy_consolidated_10q_level_2_737,Random_legacy_consolidated_10q_level_3_783,Random_legacy_consolidated_10q_level_4_34,BLAH2,Random_legacy_consolidated_10q_level_6_950,Random_legacy_consolidated_10q_level_7_143,Random_profit_center_level_1_587,Random_profit_center_level_2_884,Random_profit_center_level_3_858,Random_profit_center_level_4_745,Random_profit_center_level_5_933,Random_profit_center_level_6_423,Random_profit_center_level_7_626
929,2023-01-01,Random_frequency_178,Random_gl_company_code_380,150200,Random_counter_party_gl_code_672,Random_intercompany_relationship_807,Random_regulated_ind_458,Random_fsa_eligibility_ind_176,Random_party_id_308,Random_currency_code_302,Random_legacy_gl_account_number_453,919.94,184.98,608.28,Random_multiply_divide_ind_94,69.86,Random_gl_product_946,Random_gl_account_description_60,Random_profit_center_288,Random_profit_center_desc_245,Random_legacy_consolidated_10q_level_1_581,Random_legacy_consolidated_10q_level_2_977,Random_legacy_consolidated_10q_level_3_307,Random_legacy_consolidated_10q_level_4_967,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_890,Random_legacy_consolidated_10q_level_7_864,Random_profit_center_level_1_488,Random_profit_center_level_2_121,Random_profit_center_level_3_360,Random_profit_center_level_4_747,Random_profit_center_level_5_446,Random_profit_center_level_6_505,Random_profit_center_level_7_554
